"Zipcode","Neighbourhood.Cleansed","Property.Type","Room.Type","Accommodates","Bathrooms","Bedrooms","Beds","Bed.Type","Amenities","Square.Feet","Price","Review.Scores.Rating"
"28012","Embajadores","Apartment","Entire home/apt",6,1,2,6,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Private living room",NA,125,94
"28012","Embajadores","Apartment","Entire home/apt",5,1,2,2,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Essentials,Shampoo,Hangers,Hair dryer",NA,50,92
"28005","Embajadores","Apartment","Entire home/apt",4,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Hot tub,Heating,Family/kid friendly,Essentials",NA,90,80
"28012","Cortes","Apartment","Entire home/apt",4,1,1,2,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,85,100
"28014","Cortes","Apartment","Entire home/apt",4,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials",NA,66,95
"28014","Cortes","Apartment","Entire home/apt",4,1,0,3,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Shampoo",NA,90,91
"28014","Cortes","Apartment","Entire home/apt",2,1,0,2,"Real Bed","Kitchen,Buzzer/wireless intercom,Heating,Washer,Essentials",NA,40,81
"28014","Cortes","Apartment","Entire home/apt",3,1,1,2,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,60,93
"28012","Cortes","Apartment","Entire home/apt",2,1,1,1,"Real Bed","TV,Wireless Internet,Air conditioning,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",25,70,100
"28014","Cortes","Apartment","Entire home/apt",2,1,1,1,"Real Bed","TV,Wireless Internet,Kitchen,Elevator in building,Heating,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,89,96
"28014","Cortes","Apartment","Entire home/apt",2,1,1,1,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Washer,24-hour check-in,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49",NA,52,93
"28014","Cortes","Apartment","Private room",2,1,1,1,"Real Bed","Internet,Wireless Internet,Heating,First aid kit,Essentials,translation missing: en.hosting_amenity_49",NA,45,87
"28012","Cortes","Apartment","Entire home/apt",3,1,1,2,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,95,80
"28014","Cortes","Apartment","Entire home/apt",3,2,2,2,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance",NA,144,100
"28014","Cortes","Apartment","Private room",2,2,1,2,"Real Bed","Family/kid friendly,translation missing: en.hosting_amenity_50",NA,28,75
"28014","Cortes","Apartment","Entire home/apt",2,1,0,2,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",NA,55,94
"28014","Cortes","Apartment","Entire home/apt",2,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Dryer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",0,65,93
"28014","Cortes","Apartment","Entire home/apt",2,2,1,1,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Washer,Essentials,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Private entrance",NA,60,NA
"28012","Cortes","Apartment","Entire home/apt",6,1,1,3,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,65,89
"28012","Cortes","Apartment","Entire home/apt",4,1,2,2,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Family/kid friendly,Washer,Essentials,Shampoo",NA,75,88
"28014","Cortes","Apartment","Entire home/apt",5,1,1,3,"Real Bed","Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo",NA,70,97
"28012","Cortes","Apartment","Entire home/apt",4,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace",NA,60,97
"28012","Embajadores","Apartment","Entire home/apt",3,1,1,2,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Safety card,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,71,96
"28005","Embajadores","Apartment","Entire home/apt",12,2,3,7,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,219,97
"28012","Embajadores","Apartment","Private room",2,1,1,1,"Real Bed","Cable TV,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo",NA,50,100
"28012","Embajadores","Apartment","Private room",2,1,1,2,"Real Bed","Internet,Wireless Internet,Pets allowed,Pets live on this property,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron",NA,30,98
"28012","Embajadores","Apartment","Entire home/apt",2,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer",NA,41,89
"28012","Embajadores","Dorm","Private room",1,1,1,1,"Real Bed","Wireless Internet,Kitchen,Breakfast,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49",NA,23,NA
"28012","Embajadores","Apartment","Private room",2,2,1,1,"Real Bed","TV,Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Lock on bedroom door,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Bathtub",NA,20,NA
"28005","Embajadores","Apartment","Entire home/apt",2,1,1,1,"Real Bed","TV,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",NA,65,100
"28005","Embajadores","Apartment","Entire home/apt",6,1,2,3,"Real Bed","Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,105,98
"","Embajadores","House","Private room",1,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,34,97
"28012","Embajadores","Apartment","Entire home/apt",2,1,0,1,"Real Bed","Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,49,100
"","Embajadores","Apartment","Private room",2,1,1,1,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Breakfast,Elevator in building,Heating,Family/kid friendly,Essentials,Shampoo,Hangers,Hair dryer,Iron",NA,49,100
"28012","Embajadores","House","Entire home/apt",6,1,2,3,"Real Bed","TV,Wireless Internet,Wheelchair accessible,Kitchen,Smoking allowed,Pets allowed,Pets live on this property,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron",NA,50,86
"28012","Embajadores","Apartment","Entire home/apt",4,1,1,2,"Real Bed","TV,Wireless Internet,Doorman,Family/kid friendly,Washer,translation missing: en.hosting_amenity_50",NA,100,85
"28012","Embajadores","Apartment","Entire home/apt",6,1,3,3,"Real Bed","TV,Cable TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Elevator in building,Heating,Family/kid friendly,Suitable for events,Washer,First aid kit,Essentials,24-hour check-in,Hangers,Hair dryer,Iron",NA,80,99
"28005","Embajadores","Apartment","Private room",1,1,1,1,"Real Bed","Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Heating,Washer,Essentials,Shampoo,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_50",NA,20,100
"28012","Embajadores","Apartment","Entire home/apt",2,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,45,91
"28012","Embajadores","Apartment","Entire home/apt",2,1,1,1,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Smoke detector,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,Private living room",NA,59,97
"28014","Cortes","Loft","Entire home/apt",4,1,1,2,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,65,88
"28014","Cortes","Apartment","Entire home/apt",2,1,0,1,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,40,91
"28045","Palos de Moguer","Apartment","Private room",2,1,2,1,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Laptop friendly workspace",NA,45,93
"28045","Palos de Moguer","Apartment","Shared room",1,1,1,1,"Real Bed","TV,Wireless Internet,Kitchen,Breakfast,Pets live on this property,Cat(s),Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,Laptop friendly workspace,translation missing: en.hosting_amenity_49",NA,10,100
"28045","Atocha","Apartment","Private room",2,1,1,1,"Real Bed","TV,Wireless Internet,Wheelchair accessible,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Essentials,Laptop friendly workspace,translation missing: en.hosting_amenity_50",NA,21,68
"28045","Atocha","Other","Entire home/apt",10,2,4,6,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,135,95
"28007","Atocha","Apartment","Private room",2,1,1,1,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets live on this property,Elevator in building,Heating,Family/kid friendly,Washer,Fire extinguisher,Essentials",NA,30,91
"28007","Pacífico","Apartment","Entire home/apt",4,1,2,2,"Real Bed","TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50",NA,95,100
"28007","Pacífico","Apartment","Entire home/apt",4,1,2,2,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,80,NA
"28007","Pacífico","Apartment","Private room",1,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Heating,Washer,Smoke detector,Essentials,Shampoo,Lock on bedroom door,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,20,84
"28007","Pacífico","Other","Entire home/apt",8,2,2,7,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Essentials",NA,95,80
"28007","Adelfas","Apartment","Entire home/apt",2,1,0,1,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Iron",NA,55,100
"28028","Estrella","House","Private room",1,1,1,1,"Real Bed","TV,Air conditioning,Kitchen,Doorman,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Washer,First aid kit,Fire extinguisher,Lock on bedroom door,24-hour check-in,Hangers,Iron,Laptop friendly workspace",NA,60,NA
"28009","Ibiza","Apartment","Private room",1,2,1,1,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,Essentials,Hangers,Iron,translation missing: en.hosting_amenity_49",NA,40,NA
"28009","Ibiza","Apartment","Entire home/apt",4,1,0,2,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo",NA,75,83
"28009","Ibiza","Apartment","Entire home/apt",4,1,1,2,"Real Bed","TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,80,91
"28009","Ibiza","Apartment","Private room",2,1,1,2,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo",NA,30,97
"28014","Jerónimos","Apartment","Private room",2,2,1,1,"Real Bed","TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Smoking allowed,Pets allowed,Doorman,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,45,96
"28014","Jerónimos","Apartment","Private room",1,2,1,1,"Real Bed","TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Smoking allowed,Pets allowed,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Essentials,Shampoo,Hair dryer,Iron,Laptop friendly workspace",NA,38,96
"28007","Niño Jesús","Apartment","Entire home/apt",5,1,2,3,"Real Bed","TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Doorman,Breakfast,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo",969,120,97
"28005","Palacio","Apartment","Entire home/apt",6,1.5,2,3,"Real Bed","TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,24-hour check-in,Hangers,Hair dryer,Laptop friendly workspace",NA,120,91
"28013","Palacio","Apartment","Private room",2,1,1,1,"Real Bed","TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,First aid kit,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace",NA,38,NA
"28005","Palacio","Apartment","Private room",1,1,1,1,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Breakfast,Pets live on this property,Cat(s),Heating,Washer,Essentials,Shampoo,Hangers,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",NA,33,94
"28005","Palacio","Apartment","Entire home/apt",6,3,3,4,"Real Bed","TV,Internet,Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace",NA,375,92
"28013","Palacio","Apartment","Private room",2,2,1,1,"Real Bed","Wireless Internet,Kitchen,Smoking allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Lock on bedroom door,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Bathtub",NA,28,NA
